country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,_gdp_for_year__$_,gdp_for_capita_$,generation
Bulgaria,2014,female,75+ years,67,382347,17.52,Bulgaria2014,56731990232,8241,Silent
Bulgaria,2014,male,35-54 years,156,1052572,14.82,Bulgaria2014,56731990232,8241,Generation X
Bulgaria,2014,male,25-34 years,47,508827,9.24,Bulgaria2014,56731990232,8241,Millenials
Bulgaria,2014,male,15-24 years,33,378681,8.71,Bulgaria2014,56731990232,8241,Millenials
Bulgaria,2014,female,55-74 years,54,1005439,5.37,Bulgaria2014,56731990232,8241,Boomers
Bulgaria,2014,female,35-54 years,33,1009528,3.27,Bulgaria2014,56731990232,8241,Generation X
Bulgaria,2014,female,25-34 years,13,472176,2.75,Bulgaria2014,56731990232,8241,Millenials
Bulgaria,2014,female,15-24 years,5,356406,1.4,Bulgaria2014,56731990232,8241,Millenials
Bulgaria,2014,male,5-14 years,2,337969,0.59,Bulgaria2014,56731990232,8241,Generation Z
Bulgaria,2014,female,5-14 years,0,319134,0.0,Bulgaria2014,56731990232,8241,Generation Z
Cabo Verde,2011,male,25-34 years,8,42962,18.62,Cabo Verde2011,1864824081,4124,Millenials
Cabo Verde,2011,female,55-74 years,2,19887,10.06,Cabo Verde2011,1864824081,4124,Boomers
Cabo Verde,2011,male,15-24 years,5,57386,8.71,Cabo Verde2011,1864824081,4124,Millenials
Cabo Verde,2011,male,55-74 years,1,14827,6.74,Cabo Verde2011,1864824081,4124,Boomers
Cabo Verde,2011,male,5-14 years,3,57301,5.24,Cabo Verde2011,1864824081,4124,Generation Z
Cabo Verde,2011,female,35-54 years,2,49078,4.08,Cabo Verde2011,1864824081,4124,Generation X
Cabo Verde,2011,female,15-24 years,1,56039,1.78,Cabo Verde2011,1864824081,4124,Millenials
Cabo Verde,2011,female,25-34 years,0,38528,0.0,Cabo Verde2011,1864824081,4124,Millenials
Cabo Verde,2011,female,5-14 years,0,56558,0.0,Cabo Verde2011,1864824081,4124,Generation Z
Cabo Verde,2011,female,75+ years,0,7582,0.0,Cabo Verde2011,1864824081,4124,Silent
Chile,1985,male,55-74 years,100,538000,18.59,Chile1985,17702885394,1658,G.I. Generation
Chile,1985,male,35-54 years,174,1201800,14.48,Chile1985,17702885394,1658,Silent
Chile,1985,male,25-34 years,122,962600,12.67,Chile1985,17702885394,1658,Boomers
Chile,1985,male,15-24 years,133,1239900,10.73,Chile1985,17702885394,1658,Generation X
Chile,1985,female,55-74 years,21,633700,3.31,Chile1985,17702885394,1658,G.I. Generation
Chile,1985,female,35-54 years,40,1252200,3.19,Chile1985,17702885394,1658,Silent
Chile,1985,female,15-24 years,27,1216200,2.22,Chile1985,17702885394,1658,Generation X
Chile,1985,female,75+ years,3,141200,2.12,Chile1985,17702885394,1658,G.I. Generation
Chile,1985,female,25-34 years,19,957500,1.98,Chile1985,17702885394,1658,Boomers
Chile,1985,male,5-14 years,9,1240900,0.73,Chile1985,17702885394,1658,Generation X
Chile,1985,female,5-14 years,1,1203800,0.08,Chile1985,17702885394,1658,Generation X
Chile,1986,male,75+ years,21,91400,22.98,Chile1986,18891048819,1728,G.I. Generation
Chile,1986,male,55-74 years,116,550000,21.09,Chile1986,18891048819,1728,G.I. Generation
Chile,1986,male,35-54 years,156,1237100,12.61,Chile1986,18891048819,1728,Silent
Chile,1986,male,25-34 years,124,1024700,12.1,Chile1986,18891048819,1728,Boomers
Chile,1986,male,15-24 years,108,1261700,8.56,Chile1986,18891048819,1728,Generation X
Chile,1986,female,15-24 years,37,1234200,3.0,Chile1986,18891048819,1728,Generation X
Chile,1986,female,35-54 years,37,1305400,2.83,Chile1986,18891048819,1728,Silent
Chile,1986,female,25-34 years,26,1018700,2.55,Chile1986,18891048819,1728,Boomers
Chile,1986,female,55-74 years,15,657700,2.28,Chile1986,18891048819,1728,G.I. Generation
Chile,1986,female,75+ years,3,147500,2.03,Chile1986,18891048819,1728,G.I. Generation
Chile,1986,male,5-14 years,7,1224000,0.57,Chile1986,18891048819,1728,Generation X
Chile,1986,female,5-14 years,4,1179300,0.34,Chile1986,18891048819,1728,Generation X
Chile,1987,male,55-74 years,120,563900,21.28,Chile1987,22255407685,1985,G.I. Generation
Chile,1987,male,75+ years,19,93700,20.28,Chile1987,22255407685,1985,G.I. Generation
Chile,1987,male,25-34 years,147,1050700,13.99,Chile1987,22255407685,1985,Boomers
Chile,1987,male,35-54 years,160,1268600,12.61,Chile1987,22255407685,1985,Silent
Chile,1987,male,15-24 years,116,1293700,8.97,Chile1987,22255407685,1985,Generation X
Chile,1987,female,55-74 years,23,674400,3.41,Chile1987,22255407685,1985,G.I. Generation
Chile,1987,female,15-24 years,38,1265500,3.0,Chile1987,22255407685,1985,Generation X
Chile,1987,female,25-34 years,29,1044400,2.78,Chile1987,22255407685,1985,Boomers
Chile,1987,female,35-54 years,34,1338500,2.54,Chile1987,22255407685,1985,Silent
Chile,1987,male,5-14 years,6,1255100,0.48,Chile1987,22255407685,1985,Generation X
Chile,1987,female,5-14 years,1,1209200,0.08,Chile1987,22255407685,1985,Generation X
Chile,1987,female,75+ years,0,151300,0.0,Chile1987,22255407685,1985,G.I. Generation
Chile,1988,male,75+ years,29,106000,27.36,Chile1988,26040229793,2303,G.I. Generation
Chile,1988,male,55-74 years,101,566000,17.84,Chile1988,26040229793,2303,G.I. Generation
Chile,1988,male,25-34 years,160,1095000,14.61,Chile1988,26040229793,2303,Boomers
Chile,1988,male,35-54 years,173,1272000,13.6,Chile1988,26040229793,2303,Silent
Chile,1988,male,15-24 years,112,1259000,8.9,Chile1988,26040229793,2303,Generation X
Chile,1988,female,15-24 years,38,1233000,3.08,Chile1988,26040229793,2303,Generation X
Chile,1988,female,55-74 years,19,697000,2.73,Chile1988,26040229793,2303,G.I. Generation
Chile,1988,female,35-54 years,32,1329000,2.41,Chile1988,26040229793,2303,Silent
Chile,1988,female,75+ years,3,172000,1.74,Chile1988,26040229793,2303,G.I. Generation
Chile,1988,female,25-34 years,19,1090000,1.74,Chile1988,26040229793,2303,Boomers
Chile,1988,female,5-14 years,6,1224000,0.49,Chile1988,26040229793,2303,Generation X
Chile,1988,male,5-14 years,5,1263000,0.4,Chile1988,26040229793,2303,Generation X
Chile,1989,male,55-74 years,109,579000,18.83,Chile1989,29885685143,2599,G.I. Generation
Chile,1989,male,25-34 years,162,1123000,14.43,Chile1989,29885685143,2599,Boomers
Chile,1989,male,35-54 years,170,1314000,12.94,Chile1989,29885685143,2599,Silent
Chile,1989,male,15-24 years,140,1255000,11.16,Chile1989,29885685143,2599,Generation X
Chile,1989,female,35-54 years,33,1370000,2.41,Chile1989,29885685143,2599,Silent
Chile,1989,female,15-24 years,26,1228000,2.12,Chile1989,29885685143,2599,Generation X
Chile,1989,female,25-34 years,23,1117000,2.06,Chile1989,29885685143,2599,Boomers
Chile,1989,female,75+ years,3,175000,1.71,Chile1989,29885685143,2599,G.I. Generation
Chile,1989,female,55-74 years,12,715000,1.68,Chile1989,29885685143,2599,G.I. Generation
Chile,1989,male,5-14 years,11,1280000,0.86,Chile1989,29885685143,2599,Generation X
Chile,1989,female,5-14 years,2,1239000,0.16,Chile1989,29885685143,2599,Generation X
Chile,1990,male,55-74 years,145,608000,23.85,Chile1990,33113887818,2828,G.I. Generation
Chile,1990,male,75+ years,22,112000,19.64,Chile1990,33113887818,2828,G.I. Generation
Chile,1990,male,35-54 years,176,1340000,13.13,Chile1990,33113887818,2828,Silent
Chile,1990,male,25-34 years,148,1167000,12.68,Chile1990,33113887818,2828,Boomers
Chile,1990,male,15-24 years,134,1256000,10.67,Chile1990,33113887818,2828,Generation X
Chile,1990,female,55-74 years,19,732000,2.6,Chile1990,33113887818,2828,G.I. Generation
Chile,1990,female,35-54 years,34,1419000,2.4,Chile1990,33113887818,2828,Silent
Chile,1990,female,25-34 years,27,1162000,2.32,Chile1990,33113887818,2828,Boomers
Chile,1990,female,15-24 years,23,1230000,1.87,Chile1990,33113887818,2828,Generation X
Chile,1990,female,75+ years,3,171000,1.75,Chile1990,33113887818,2828,G.I. Generation
Chile,1990,male,5-14 years,9,1276000,0.71,Chile1990,33113887818,2828,Generation X
Chile,1990,female,5-14 years,3,1236000,0.24,Chile1990,33113887818,2828,Generation X
Chile,1991,male,75+ years,31,112500,27.56,Chile1991,37834793730,3187,G.I. Generation
Chile,1991,male,55-74 years,111,617200,17.98,Chile1991,37834793730,3187,Silent
Chile,1991,male,25-34 years,143,1178100,12.14,Chile1991,37834793730,3187,Boomers
Chile,1991,male,15-24 years,142,1243900,11.42,Chile1991,37834793730,3187,Generation X
Chile,1991,female,35-54 years,42,1453200,2.89,Chile1991,37834793730,3187,Boomers
Chile,1991,female,15-24 years,34,1217200,2.79,Chile1991,37834793730,3187,Generation X
Chile,1991,female,75+ years,5,186300,2.68,Chile1991,37834793730,3187,G.I. Generation
Chile,1991,female,25-34 years,29,1171500,2.48,Chile1991,37834793730,3187,Boomers
Chile,1991,female,55-74 years,16,750400,2.13,Chile1991,37834793730,3187,Silent
Chile,1991,female,5-14 years,7,1247600,0.56,Chile1991,37834793730,3187,Millenials
Chile,1991,male,5-14 years,5,1289100,0.39,Chile1991,37834793730,3187,Millenials
Chile,1992,male,75+ years,25,118000,21.19,Chile1992,45964327559,3791,G.I. Generation
Chile,1992,male,55-74 years,105,640000,16.41,Chile1992,45964327559,3791,Silent
Chile,1992,male,25-34 years,162,1211000,13.38,Chile1992,45964327559,3791,Boomers
Chile,1992,male,35-54 years,170,1435000,11.85,Chile1992,45964327559,3791,Boomers
Chile,1992,male,15-24 years,94,1245000,7.55,Chile1992,45964327559,3791,Generation X
Chile,1992,female,15-24 years,29,1218000,2.38,Chile1992,45964327559,3791,Generation X
Chile,1992,female,25-34 years,25,1205000,2.07,Chile1992,45964327559,3791,Boomers
Chile,1992,female,35-54 years,27,1512000,1.79,Chile1992,45964327559,3791,Boomers
Chile,1992,female,55-74 years,12,769000,1.56,Chile1992,45964327559,3791,Silent
Chile,1992,male,5-14 years,6,1316000,0.46,Chile1992,45964327559,3791,Millenials
Chile,1992,female,5-14 years,3,1273000,0.24,Chile1992,45964327559,3791,Millenials
Chile,1992,female,75+ years,0,183000,0.0,Chile1992,45964327559,3791,G.I. Generation
Chile,1993,male,55-74 years,110,649000,16.95,Chile1993,49297773130,4006,Silent
Chile,1993,male,35-54 years,187,1509600,12.39,Chile1993,49297773130,4006,Boomers
Chile,1993,male,25-34 years,150,1213100,12.37,Chile1993,49297773130,4006,Boomers
Chile,1993,male,15-24 years,118,1237400,9.54,Chile1993,49297773130,4006,Generation X
Chile,1993,female,35-54 years,45,1555600,2.89,Chile1993,49297773130,4006,Boomers
Chile,1993,female,55-74 years,18,782200,2.3,Chile1993,49297773130,4006,Silent
Chile,1993,female,15-24 years,26,1209600,2.15,Chile1993,49297773130,4006,Generation X
Chile,1993,female,25-34 years,24,1205200,1.99,Chile1993,49297773130,4006,Boomers
Chile,1993,male,5-14 years,9,1334500,0.67,Chile1993,49297773130,4006,Millenials
Chile,1993,female,5-14 years,3,1290200,0.23,Chile1993,49297773130,4006,Millenials
Chile,1993,female,75+ years,0,200100,0.0,Chile1993,49297773130,4006,G.I. Generation
Chile,1994,male,75+ years,33,123700,26.68,Chile1994,57008425296,4551,G.I. Generation
Chile,1994,male,55-74 years,127,666400,19.06,Chile1994,57008425296,4551,Silent
Chile,1994,male,25-34 years,184,1224400,15.03,Chile1994,57008425296,4551,Boomers
Chile,1994,male,15-24 years,135,1235400,10.93,Chile1994,57008425296,4551,Generation X
Chile,1994,female,25-34 years,26,1215800,2.14,Chile1994,57008425296,4551,Boomers
Chile,1994,female,55-74 years,16,799600,2.0,Chile1994,57008425296,4551,Silent
Chile,1994,female,35-54 years,30,1609700,1.86,Chile1994,57008425296,4551,Boomers
Chile,1994,female,15-24 years,18,1206800,1.49,Chile1994,57008425296,4551,Generation X
Chile,1994,female,75+ years,3,207300,1.45,Chile1994,57008425296,4551,G.I. Generation
Chile,1994,female,5-14 years,4,1313500,0.3,Chile1994,57008425296,4551,Millenials
Chile,1994,male,5-14 years,2,1359100,0.15,Chile1994,57008425296,4551,Millenials
Chile,1995,male,55-74 years,144,688457,20.92,Chile1995,73447063319,5695,Silent
Chile,1995,male,15-24 years,149,1250060,11.92,Chile1995,73447063319,5695,Generation X
Chile,1995,female,55-74 years,27,835569,3.23,Chile1995,73447063319,5695,Silent
Chile,1995,female,15-24 years,32,1219884,2.62,Chile1995,73447063319,5695,Generation X
Chile,1995,female,75+ years,5,231756,2.16,Chile1995,73447063319,5695,G.I. Generation
Chile,1995,female,35-54 years,35,1697961,2.06,Chile1995,73447063319,5695,Boomers
Chile,1995,female,25-34 years,20,1218604,1.64,Chile1995,73447063319,5695,Generation X
Chile,1995,male,5-14 years,10,1390311,0.72,Chile1995,73447063319,5695,Millenials
Chile,1995,female,5-14 years,4,1343983,0.3,Chile1995,73447063319,5695,Millenials
Chile,1996,male,55-74 years,159,710072,22.39,Chile1996,78039572222,5946,Silent
Chile,1996,male,75+ years,27,139885,19.3,Chile1996,78039572222,5946,G.I. Generation
Chile,1996,male,25-34 years,174,1241653,14.01,Chile1996,78039572222,5946,Generation X
Chile,1996,male,15-24 years,163,1251601,13.02,Chile1996,78039572222,5946,Generation X
Chile,1996,female,15-24 years,35,1220658,2.87,Chile1996,78039572222,5946,Generation X
Chile,1996,female,55-74 years,19,857363,2.22,Chile1996,78039572222,5946,Silent
Chile,1996,female,35-54 years,37,1749299,2.12,Chile1996,78039572222,5946,Boomers
Chile,1996,female,25-34 years,22,1230619,1.79,Chile1996,78039572222,5946,Generation X
Chile,1996,female,75+ years,4,241120,1.66,Chile1996,78039572222,5946,G.I. Generation
Chile,1996,male,5-14 years,7,1408982,0.5,Chile1996,78039572222,5946,Millenials
Chile,1996,female,5-14 years,4,1361915,0.29,Chile1996,78039572222,5946,Millenials
Chile,1997,male,75+ years,41,145725,28.14,Chile1997,84952360922,6368,G.I. Generation
Chile,1997,male,55-74 years,137,734236,18.66,Chile1997,84952360922,6368,Silent
Chile,1997,male,25-34 years,185,1250037,14.8,Chile1997,84952360922,6368,Generation X
Chile,1997,male,15-24 years,147,1255098,11.71,Chile1997,84952360922,6368,Generation X
Chile,1997,female,15-24 years,47,1223306,3.84,Chile1997,84952360922,6368,Generation X
Chile,1997,female,35-54 years,40,1798922,2.22,Chile1997,84952360922,6368,Boomers
Chile,1997,female,55-74 years,17,881537,1.93,Chile1997,84952360922,6368,Silent
Chile,1997,female,25-34 years,22,1238772,1.78,Chile1997,84952360922,6368,Generation X
Chile,1997,female,75+ years,4,250029,1.6,Chile1997,84952360922,6368,G.I. Generation
Chile,1997,male,5-14 years,6,1422834,0.42,Chile1997,84952360922,6368,Millenials
Chile,1997,female,5-14 years,4,1375231,0.29,Chile1997,84952360922,6368,Millenials
Chile,1998,male,75+ years,42,151228,27.77,Chile1998,81577430181,6023,G.I. Generation
Chile,1998,male,55-74 years,174,760504,22.88,Chile1998,81577430181,6023,Silent
Chile,1998,male,15-24 years,151,1261357,11.97,Chile1998,81577430181,6023,Generation X
Chile,1998,female,75+ years,9,258839,3.48,Chile1998,81577430181,6023,G.I. Generation
Chile,1998,female,15-24 years,37,1228590,3.01,Chile1998,81577430181,6023,Generation X
Chile,1998,female,25-34 years,30,1243432,2.41,Chile1998,81577430181,6023,Generation X
Chile,1998,female,35-54 years,40,1847894,2.16,Chile1998,81577430181,6023,Boomers
Chile,1998,female,55-74 years,12,907553,1.32,Chile1998,81577430181,6023,Silent
Chile,1998,female,5-14 years,4,1383385,0.29,Chile1998,81577430181,6023,Millenials
Chile,1998,male,5-14 years,4,1431319,0.28,Chile1998,81577430181,6023,Millenials
Chile,1999,male,55-74 years,167,788056,21.19,Chile1999,75173794497,5470,Silent
Chile,1999,male,15-24 years,137,1271218,10.78,Chile1999,75173794497,5470,Generation X
Chile,1999,female,55-74 years,26,934470,2.78,Chile1999,75173794497,5470,Silent
Chile,1999,female,15-24 years,34,1237322,2.75,Chile1999,75173794497,5470,Generation X
Chile,1999,female,25-34 years,33,1245169,2.65,Chile1999,75173794497,5470,Generation X
Chile,1999,female,35-54 years,39,1897956,2.05,Chile1999,75173794497,5470,Boomers
Chile,1999,female,75+ years,5,268032,1.87,Chile1999,75173794497,5470,G.I. Generation
Chile,1999,male,5-14 years,3,1434608,0.21,Chile1999,75173794497,5470,Millenials
Chile,1999,female,5-14 years,1,1386513,0.07,Chile1999,75173794497,5470,Millenials
Chile,2000,female,55-74 years,40,961724,4.16,Chile2000,77860932152,5584,Silent
Chile,2000,female,15-24 years,48,1249702,3.84,Chile2000,77860932152,5584,Generation X
Chile,2000,female,35-54 years,70,1949811,3.59,Chile2000,77860932152,5584,Boomers
Chile,2000,female,25-34 years,38,1244402,3.05,Chile2000,77860932152,5584,Generation X
Chile,2000,female,75+ years,5,277903,1.8,Chile2000,77860932152,5584,G.I. Generation
Chile,2000,male,5-14 years,8,1433773,0.56,Chile2000,77860932152,5584,Millenials
Chile,2000,female,5-14 years,6,1385647,0.43,Chile2000,77860932152,5584,Millenials
Chile,2001,male,75+ years,51,170681,29.88,Chile2001,70979923960,5020,Silent
Chile,2001,female,15-24 years,60,1266054,4.74,Chile2001,70979923960,5020,Millenials
Chile,2001,female,25-34 years,53,1241466,4.27,Chile2001,70979923960,5020,Generation X
Chile,2001,female,35-54 years,85,2001968,4.25,Chile2001,70979923960,5020,Boomers
Chile,2001,female,75+ years,6,289839,2.07,Chile2001,70979923960,5020,Silent
Chile,2001,female,55-74 years,19,986090,1.93,Chile2001,70979923960,5020,Silent
Chile,2001,male,5-14 years,12,1430077,0.84,Chile2001,70979923960,5020,Millenials
Chile,2001,female,5-14 years,10,1381776,0.72,Chile2001,70979923960,5020,Millenials
Chile,2002,female,35-54 years,101,2055488,4.91,Chile2002,69736811435,4866,Boomers
Chile,2002,female,75+ years,13,301961,4.31,Chile2002,69736811435,4866,Silent
Chile,2002,female,25-34 years,46,1236130,3.72,Chile2002,69736811435,4866,Generation X
Chile,2002,female,15-24 years,47,1285841,3.66,Chile2002,69736811435,4866,Millenials
Chile,2002,female,55-74 years,34,1011017,3.36,Chile2002,69736811435,4866,Silent
Chile,2002,male,5-14 years,17,1421716,1.2,Chile2002,69736811435,4866,Millenials
Chile,2002,female,5-14 years,5,1373457,0.36,Chile2002,69736811435,4866,Millenials
Chile,2003,female,35-54 years,92,2108485,4.36,Chile2003,75643459840,5208,Boomers
Chile,2003,female,25-34 years,53,1229939,4.31,Chile2003,75643459840,5208,Generation X
Chile,2003,female,15-24 years,53,1307367,4.05,Chile2003,75643459840,5208,Millenials
Chile,2003,female,75+ years,12,314243,3.82,Chile2003,75643459840,5208,Silent
Chile,2003,female,55-74 years,38,1037657,3.66,Chile2003,75643459840,5208,Silent
Chile,2003,male,5-14 years,20,1409825,1.42,Chile2003,75643459840,5208,Millenials
Chile,2003,female,5-14 years,4,1361783,0.29,Chile2003,75643459840,5208,Millenials
Chile,2004,female,25-34 years,66,1224969,5.39,Chile2004,99210392858,6744,Generation X
Chile,2004,female,15-24 years,59,1327931,4.44,Chile2004,99210392858,6744,Millenials
Chile,2004,female,35-54 years,94,2157866,4.36,Chile2004,99210392858,6744,Boomers
Chile,2004,female,75+ years,11,326622,3.37,Chile2004,99210392858,6744,Silent
Chile,2004,female,55-74 years,28,1067631,2.62,Chile2004,99210392858,6744,Silent
Chile,2004,male,5-14 years,15,1395929,1.07,Chile2004,99210392858,6744,Millenials
Chile,2004,female,5-14 years,5,1348218,0.37,Chile2004,99210392858,6744,Millenials
Chile,2005,female,35-54 years,108,2201632,4.91,Chile2005,122964812046,8256,Boomers
Chile,2005,female,15-24 years,62,1345647,4.61,Chile2005,122964812046,8256,Millenials
Chile,2005,female,25-34 years,49,1222631,4.01,Chile2005,122964812046,8256,Generation X
Chile,2005,female,55-74 years,40,1101868,3.63,Chile2005,122964812046,8256,Silent
Chile,2005,male,5-14 years,26,1381060,1.88,Chile2005,122964812046,8256,Millenials
Chile,2005,female,75+ years,6,339162,1.77,Chile2005,122964812046,8256,Silent
Chile,2005,female,5-14 years,14,1333737,1.05,Chile2005,122964812046,8256,Millenials
Chile,2006,female,35-54 years,127,2239649,5.67,Chile2006,154788024806,10270,Boomers
Chile,2006,female,15-24 years,74,1361962,5.43,Chile2006,154788024806,10270,Millenials
Chile,2006,female,25-34 years,49,1223765,4.0,Chile2006,154788024806,10270,Generation X
Chile,2006,female,55-74 years,33,1136080,2.9,Chile2006,154788024806,10270,Silent
Chile,2006,female,75+ years,8,352617,2.27,Chile2006,154788024806,10270,Silent
Chile,2006,male,5-14 years,20,1367172,1.46,Chile2006,154788024806,10270,Millenials
Chile,2006,female,5-14 years,6,1319746,0.45,Chile2006,154788024806,10270,Millenials
Chile,2007,male,75+ years,63,219367,28.72,Chile2007,173605968179,11387,Silent
Chile,2007,female,15-24 years,90,1375294,6.54,Chile2007,173605968179,11387,Millenials
Chile,2007,female,25-34 years,74,1227488,6.03,Chile2007,173605968179,11387,Generation X
Chile,2007,female,35-54 years,128,2272322,5.63,Chile2007,173605968179,11387,Boomers
Chile,2007,female,55-74 years,42,1174419,3.58,Chile2007,173605968179,11387,Silent
Chile,2007,female,75+ years,9,365832,2.46,Chile2007,173605968179,11387,Silent
Chile,2007,male,5-14 years,19,1352835,1.4,Chile2007,173605968179,11387,Generation Z
Chile,2007,female,5-14 years,9,1305466,0.69,Chile2007,173605968179,11387,Generation Z
Chile,2008,female,15-24 years,110,1384953,7.94,Chile2008,179638496279,11653,Millenials
Chile,2008,female,25-34 years,79,1234171,6.4,Chile2008,179638496279,11653,Generation X
Chile,2008,female,35-54 years,135,2300364,5.87,Chile2008,179638496279,11653,Boomers
Chile,2008,female,55-74 years,64,1216310,5.26,Chile2008,179638496279,11653,Silent
Chile,2008,female,75+ years,10,378855,2.64,Chile2008,179638496279,11653,Silent
Chile,2008,female,5-14 years,16,1291313,1.24,Chile2008,179638496279,11653,Generation Z
Chile,2008,male,5-14 years,14,1338486,1.05,Chile2008,179638496279,11653,Generation Z
Chile,2009,female,15-24 years,102,1390368,7.34,Chile2009,172389498445,11062,Millenials
Chile,2009,female,25-34 years,85,1244249,6.83,Chile2009,172389498445,11062,Generation X
Chile,2009,female,35-54 years,155,2325328,6.67,Chile2009,172389498445,11062,Boomers
Chile,2009,female,55-74 years,59,1260914,4.68,Chile2009,172389498445,11062,Silent
Chile,2009,female,75+ years,12,391659,3.06,Chile2009,172389498445,11062,Silent
Chile,2009,male,5-14 years,15,1324547,1.13,Chile2009,172389498445,11062,Generation Z
Chile,2009,female,5-14 years,11,1277663,0.86,Chile2009,172389498445,11062,Generation Z
Chile,2010,female,15-24 years,90,1391250,6.47,Chile2010,218537551220,13874,Millenials
Chile,2010,female,35-54 years,150,2348223,6.39,Chile2010,218537551220,13874,Generation X
Chile,2010,female,25-34 years,78,1257779,6.2,Chile2010,218537551220,13874,Generation X
Chile,2010,female,55-74 years,45,1307594,3.44,Chile2010,218537551220,13874,Silent
Chile,2010,female,75+ years,10,404348,2.47,Chile2010,218537551220,13874,Silent
Chile,2010,male,5-14 years,18,1311312,1.37,Chile2010,218537551220,13874,Generation Z
Chile,2010,female,5-14 years,10,1264757,0.79,Chile2010,218537551220,13874,Generation Z
Chile,2011,female,35-54 years,158,2367343,6.67,Chile2011,252251992029,15854,Generation X
Chile,2011,female,25-34 years,67,1274974,5.26,Chile2011,252251992029,15854,Millenials
Chile,2011,female,15-24 years,69,1388507,4.97,Chile2011,252251992029,15854,Millenials
Chile,2011,female,55-74 years,50,1351263,3.7,Chile2011,252251992029,15854,Boomers
Chile,2011,female,75+ years,14,417296,3.35,Chile2011,252251992029,15854,Silent
Chile,2011,female,5-14 years,12,1253907,0.96,Chile2011,252251992029,15854,Generation Z
Chile,2011,male,5-14 years,12,1300696,0.92,Chile2011,252251992029,15854,Generation Z
Chile,2012,female,35-54 years,138,2385205,5.79,Chile2012,267122320057,16617,Generation X
Chile,2012,female,25-34 years,62,1296016,4.78,Chile2012,267122320057,16617,Millenials
Chile,2012,female,15-24 years,62,1381401,4.49,Chile2012,267122320057,16617,Millenials
Chile,2012,female,55-74 years,52,1397521,3.72,Chile2012,267122320057,16617,Boomers
Chile,2012,female,75+ years,10,429697,2.33,Chile2012,267122320057,16617,Silent
Chile,2012,male,5-14 years,8,1292347,0.62,Chile2012,267122320057,16617,Generation Z
Chile,2012,female,5-14 years,7,1245397,0.56,Chile2012,267122320057,16617,Generation Z
Chile,2013,female,35-54 years,130,2401833,5.41,Chile2013,278384332694,17140,Generation X
Chile,2013,female,15-24 years,60,1370723,4.38,Chile2013,278384332694,17140,Millenials
Chile,2013,female,25-34 years,52,1318935,3.94,Chile2013,278384332694,17140,Millenials
Chile,2013,female,55-74 years,54,1445681,3.74,Chile2013,278384332694,17140,Boomers
Chile,2013,female,75+ years,14,442189,3.17,Chile2013,278384332694,17140,Silent
Chile,2013,male,5-14 years,12,1285975,0.93,Chile2013,278384332694,17140,Generation Z
Chile,2013,female,5-14 years,8,1238965,0.65,Chile2013,278384332694,17140,Generation Z
Chile,2014,female,35-54 years,127,2417192,5.25,Chile2014,260584090571,15883,Generation X
Chile,2014,female,25-34 years,60,1340788,4.47,Chile2014,260584090571,15883,Millenials
Chile,2014,female,15-24 years,58,1357865,4.27,Chile2014,260584090571,15883,Millenials
Chile,2014,female,55-74 years,52,1494867,3.48,Chile2014,260584090571,15883,Boomers
Chile,2014,female,75+ years,8,455627,1.76,Chile2014,260584090571,15883,Silent
Chile,2014,male,5-14 years,12,1280751,0.94,Chile2014,260584090571,15883,Generation Z
Chile,2014,female,5-14 years,9,1233817,0.73,Chile2014,260584090571,15883,Generation Z
Chile,2015,female,35-54 years,136,2431495,5.59,Chile2015,243999477738,14729,Generation X
Chile,2015,female,55-74 years,78,1544550,5.05,Chile2015,243999477738,14729,Boomers
Chile,2015,female,25-34 years,66,1359598,4.85,Chile2015,243999477738,14729,Millenials
Chile,2015,female,15-24 years,64,1343941,4.76,Chile2015,243999477738,14729,Millenials
Chile,2015,female,75+ years,21,470618,4.46,Chile2015,243999477738,14729,Silent
Chile,2015,female,5-14 years,13,1228869,1.06,Chile2015,243999477738,14729,Generation Z
Chile,2015,male,5-14 years,9,1275612,0.71,Chile2015,243999477738,14729,Generation Z
Colombia,1985,male,75+ years,21,123400,17.02,Colombia1985,34894411352,1393,G.I. Generation
Colombia,1985,male,55-74 years,113,1015200,11.13,Colombia1985,34894411352,1393,G.I. Generation
Colombia,1985,male,35-54 years,188,2451100,7.67,Colombia1985,34894411352,1393,Silent
Colombia,1985,female,15-24 years,117,3140700,3.73,Colombia1985,34894411352,1393,Generation X
Colombia,1985,female,25-34 years,45,2276100,1.98,Colombia1985,34894411352,1393,Boomers
Colombia,1985,female,75+ years,3,174000,1.72,Colombia1985,34894411352,1393,G.I. Generation
Colombia,1985,female,35-54 years,31,2403500,1.29,Colombia1985,34894411352,1393,Silent
Colombia,1985,female,55-74 years,12,1150600,1.04,Colombia1985,34894411352,1393,G.I. Generation
Colombia,1985,male,5-14 years,12,3443900,0.35,Colombia1985,34894411352,1393,Generation X
Colombia,1985,female,5-14 years,10,3360000,0.3,Colombia1985,34894411352,1393,Generation X
Colombia,1986,male,75+ years,13,126000,10.32,Colombia1986,34942489684,1366,G.I. Generation
Colombia,1986,male,25-34 years,189,2373200,7.96,Colombia1986,34942489684,1366,Boomers
Colombia,1986,male,55-74 years,81,1036800,7.81,Colombia1986,34942489684,1366,G.I. Generation
Colombia,1986,male,35-54 years,187,2503200,7.47,Colombia1986,34942489684,1366,Silent
Colombia,1986,female,15-24 years,121,3207600,3.77,Colombia1986,34942489684,1366,Generation X
